HL-P30-12WD-E27-50K,led,PAR 30,"HyLite LED PAR Bulb: PAR 30, 12 Watts, Dimmable, Daylight",12,12,50000,HyLite LED PAR Bulb.png,http://www.arva.us/uploads/2/4/2/8/24289289/hyliteledparbulbsspecsheet.pdf
HL-P38-18W-E27-50K,led,PAR 38,"HyLite LED PAR Bulb: PAR 38, 18 Watts, Daylight",18,18,50000,HyLite LED PAR Bulb.png,http://www.arva.us/uploads/2/4/2/8/24289289/hyliteledparbulbsspecsheet.pdf
HL-P38-18WD-E27-50K,led,PAR 38,"HyLite LED PAR Bulb: PAR 38, 18 Watts, Dimmable, Daylight",18,18,50000,HyLite LED PAR Bulb.png,http://www.arva.us/uploads/2/4/2/8/24289289/hyliteledparbulbsspecsheet.pdf
HL-SL-5W-E27-50K,led,Spot Bulb,"HyLite LED Spot Bulb: 5 Watts, Daylight",5,5,50000,HyLite LED Spot Light Bulb.png,http://www.arva.us/uploads/2/4/2/8/24289289/hyliteledmr16gu10bulb5wspecsheet.pdf
HL-SL-5WD-E27-50K,led,Spot Bulb,"HyLite LED Spot Bulb: 5 Watts, Dimmable, Daylight",5,5,50000,HyLite LED Spot Light Bulb.png,http://www.arva.us/uploads/2/4/2/8/24289289/hyliteledmr16gu10bulb5wspecsheet.pdf
HL-CB-18W-E27-50K,led,Cob Bulb,"HyLite LED Cob Bulb: 18 Watts, Daylight",18,18,50000,HyLite LED Cob Bulb.png,
HL-CB-20W-E27-50K,led,Cob Bulb,"HyLite LED Cob Bulb: 20 Watts, Daylight",20,20,50000,HyLite LED Cob Bulb.png,
HL-CB-25W-E40-50K,led,Cob Bulb,"HyLite LED Cob Bulb: 25 Watts, Daylight ",25,25,50000,HyLite LED Cob Bulb.png,
HL-CB-36W-E40-50K,led,Cob Bulb,HyLite LED Cob Bulb: 36 Watts. Daylight,36,36,50000,HyLite LED Cob Bulb.png,
HL-CB-60W-E40-50K,led,Cob Bulb,"HyLite LED Cob Bulb: 60 Watts, Daylight",60,60,50000,HyLite LED Cob Bulb.png,
HL-XPC-40W-50K,led,XPC Light,"HyLite XPC Canopy/Flood Light: 40 Watts, Daylight",40,40,50000,HyLite LED Flood Light.png,
HL-XPC-60W-50K,led,XPC Light,"HyLite XPC Canopy/Flood Light: 60 Watts, Daylight",60,60,50000,HyLite LED Flood Light.png,
HL-XPC-80W-50K,led,XPC Light,"HyLite XPC Canopy/Flood Light: 80 Watts, Daylight",80,80,50000,HyLite LED Flood Light.png,
HL-XPC-100W-50K,led,XPC Light,"HyLite XPC Canopy/Flood Light: 100 Watts, Daylight",100,100,50000,HyLite LED Flood Light.png,
HL-XPC-120W-50K,led,XPC Light,"HyLite XPC Canopy/Flood Light: 120 Watts, Daylight",120,120,50000,HyLite LED Flood Light.png,
HL-FCL-60W-50K,led,Flush Mount Canopy,"HyLite Flush Mount Canopy Light: 60 Watts, Daylight",60,60,50000,NULL,
HL-FCL-80W-50K,led,Flush Mount Canopy,"HyLite Flush Mount Canopy Light: 80 Watts, Daylight",80,80,50000,NULL,
HL-FCL-100W-50K,led,Flush Mount Canopy,"HyLite Flush Mount Canopy Light: 100 Watts, Daylight",100,100,50000,NULL,
HL-FCL-120W-50K,led,Flush Mount Canopy,"HyLite Flush Mount Canopy Light: 120 Watts, Daylight",120,120,50000,NULL,
HL-SLL-18W-50K,led,Security Light,"HyLite LED Security Light: 18 Watts, Daylight",18,18,50000,"HyLite LED Security Light, SL-12.png",http://www.arva.us/uploads/2/4/2/8/24289289/hylitesecuritylightspecsheet.pdf
HL-SLL-25W-50K,led,Security Light,"HyLite LED Security Light: 25 Watts, Daylight",25,25,50000,"HyLite LED Security Light, SL-12.png",http://www.arva.us/uploads/2/4/2/8/24289289/hylitesecuritylightspecsheet.pdf
HL-SLL-36W-50K,led,Security Light,"HyLite LED Security Light: 36 Watts, Daylight",36,36,50000,"HyLite LED Security Light, SL-12.png",http://www.arva.us/uploads/2/4/2/8/24289289/hylitesecuritylightspecsheet.pdf
HL-SLL-60W-50K,led,Security Light,"HyLite LED Security Light; 60 Watts, Daylight",60,60,50000,"HyLite LED Security Light, SL-12.png",http://www.arva.us/uploads/2/4/2/8/24289289/hylitesecuritylightspecsheet.pdf
MATT-CHRIS-LED,led,Example Sku,NULL,20,24,100,NULL,NULL
